track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
0yciGxyHYjntJNmAj0ObzK,Ellie Goulding,Almorzando solo,Lights - Single Version,0,212706,FALSE,0.681,0.802,8,-5.836,0,0.0347,0.0271,0.0496,0.127,0.791,120.053,4,electro
0KiWEnqkaRBjsnOuF5w4w6,Clean Bandit;Nikki Cislyn;Javeon,Am I Ready - Pop Night Out,Cologne,1,245664,FALSE,0.842,0.658,1,-6.135,0,0.0736,0.0601,0.00163,0.0571,0.761,126.037,4,funk
6VJcMjtcbFGAwZxqW28C8Q,Roberto Diana;Muniesa,Muniesa,Cortes de Aragón,47,72167,FALSE,0.426,0.0812,4,-21.651,0,0.0843,0.948,0.889,0.107,0.243,85.204,5,guitar
1fOkmYW3ZFkkjIdOZSf596,Frank Ocean;André 3000,channel ORANGE,Pink Matter,72,268813,TRUE,0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,3,soul
6A2itXgDf96XHp9qR6oyPN,Cavetown,Cavetown,Meteor Shower,71,265010,FALSE,0.512,0.488,5,-10.31,1,0.0328,0.428,5.10E-05,0.109,0.141,170.017,3,indie-pop
1HHtdxeTBu9s79KaUZn5dQ,Johann Sebastian Bach;Charles Gounod;Kian Soltani;Aaron Pilsan,Classical Christmas,Ave Maria,0,182933,FALSE,0.177,0.0601,0,-21.942,1,0.0405,0.987,0.894,0.0687,0.0543,81.807,3,german
1RyqyDFFz4pInsbaNvyIXr,sagun;Shiloh Dynasty,I'm Drunk And Confused,I'm Drunk And Confused,54,156000,FALSE,0.706,0.21,1,-21.867,0,0.0604,0.737,0.817,0.0938,0.246,139.888,4,sad
1IzGdhQ17U0r7ufI4qBv7d,convolk,SWAN DIVE,Swan Dive,55,151602,TRUE,0.631,0.605,8,-7.656,1,0.0315,0.0882,0,0.147,0.219,141.968,4,sad
4dZobuugiOqMn6OJhwDZM5,Dan Gibson's Solitudes,Natural Stress Relief,Sienna Sky,23,900723,FALSE,0.319,0.146,6,-20.912,0,0.0493,0.883,0.816,0.637,0.0772,118.29,4,new-age
15d0isLStSVj3n7RTu3Mxp,Hatred Surge,Human Overdose,Psychonaut,20,235358,FALSE,0.216,0.988,6,-6.863,1,0.113,7.26E-06,0.545,0.415,0.124,139.737,4,grindcore
3JCR2LB1wx75opaI5qRTZu,Blake Baxter,The H-Factor,Our Luv,16,371466,FALSE,0.749,0.665,6,-13.58,0,0.0377,1.07E-05,0.651,0.0859,0.529,124.988,4,detroit-techno
7kEwwmnAkgoll8koLkwZeC,Cacho Tirao,Los Esenciales,"Danza Húngara, No. 5",24,167426,FALSE,0.455,0.244,9,-12.326,1,0.0334,0.784,0.00081,0.204,0.376,137.891,4,tango
5gB2IrxOCX2j9bMnHKP38i,Rascal Flatts,Cars (Original Motion Picture Soundtrack),Life is a Highway,73,275640,FALSE,0.562,0.934,5,-5.562,1,0.0607,0.00211,0,0.199,0.558,103.042,4,country
3FfdQzQl0oNwgqja5Ef4vH,Echosmith,Coffee Moment,Bright,0,220626,FALSE,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99E-06,0.113,0.292,90.034,4,indie-pop
5e4uOUdrpFCKC2kwnXWWtY,Prateek Kuhad,Shehron Ke Raaz,Shehron Ke Raaz,46,152320,FALSE,0.777,0.215,0,-13.706,1,0.0535,0.89,0.00773,0.109,0.221,111.017,4,indie-pop
4mmOFgvbHW2NVWrj2tulMZ,Pedro Henrique,Não Precisa Mais Chorar,Não Precisa Mais Chorar,45,260190,FALSE,0.573,0.271,10,-9.598,1,0.0274,0.483,0,0.122,0.314,125.173,4,gospel
76CBhtLnY35sDxm3LBCTvn,Don Omar,Feliz Cumpleaños con Perreo,Dale Don Dale,1,212413,FALSE,0.831,0.818,2,-7.827,1,0.0824,0.0245,0.000319,0.0892,0.819,95.022,4,reggaeton
0H3yTXxl9kLJzJ7UFpX5kw,He Is Legend,Suck Out The Poison,Dixie Wolf (The Seduction Of...),28,232720,FALSE,0.531,0.958,7,-5.826,1,0.125,0.000197,0.00216,0.294,0.363,107.822,4,hardcore
6i6lj9qhRtJ51a8QH02Pxm,In Flames,Subterranean,Dead Eternity,27,302333,FALSE,0.269,0.936,3,-7.757,0,0.094,1.39E-05,0.000599,0.178,0.223,136.057,4,goth
56pvqFKGXPjubh5eY6sOlv,RADWIMPS,Weathering With You,Is There Still Anything That Love Can Do?,56,414466,FALSE,0.536,0.403,9,-6.38,1,0.0335,0.362,0,0.292,0.246,141.551,4,j-rock
7iW8xGGEHZFMcyBdWlAsIX,Nosferatu,Demonic Playgrounds,A Sinner’s Descent,31,199782,FALSE,0.245,0.974,1,-1.413,1,0.436,0.171,4.97E-05,0.35,0.162,184.986,4,techno
1Sw1E3F0ScVPntf3ZNjvS9,Adam Pascal;Ted Neeley;Alisa Burket;Kristina Klebe;Francesca Vannucci,Alleluia! The Devil's Carnival (Original Motion Picture Soundtrack),Down at the Midnight Rectory,21,143267,FALSE,0.483,0.854,0,-5.558,1,0.234,0.29,1.08E-05,0.0901,0.473,85.166,4,show-tunes
3xGwSN1dDdpN2s8oP8DRrC,Anuradha Paudwal;Kumar Sanu,Aashiqui,Dheere Dheere Se Meri Zindagi Mein Aana,58,329640,FALSE,0.477,0.636,8,-8.334,0,0.0356,0.865,0.00226,0.208,0.707,84.547,4,pop-film
5pPzzsa9g8Y4GU1qOlkSvm,Maria Bethânia,Noturno,Bar da Noite,40,126557,FALSE,0.489,0.0263,0,-19.273,1,0.05,0.872,0,0.128,0.174,87.962,4,mpb
6TcpM1p0xHy1smBjxEF73s,Maceo Plex,Conjure Infinity,Conjure Dreams,47,441090,FALSE,0.687,0.744,2,-8.085,1,0.0545,0.000189,0.875,0.0924,0.526,124.012,4,deep-house
3coeo9H305LiuDbXXn9ANe,Alpha Wolf,A Quiet Place to Die,Akudama,58,157411,TRUE,0.44,0.993,1,-1.115,0,0.141,0.000176,0.00123,0.33,0.178,170.196,4,hardcore
20n3awgoWSUf3Mi1bnUQ9V,AKB48,前しか向かねえ<劇場盤>,昨日よりもっと好き(Smiling Lions),18,249466,FALSE,0.394,0.888,5,-2.387,1,0.0694,0.271,0,0.149,0.618,154.914,4,j-idol
3m4vB0q02q4xvBenENEkLw,Firebeatz;KSHMR;Luciana,No Heroes (feat. Luciana),No Heroes (feat. Luciana),50,245002,FALSE,0.725,0.877,11,-4.09,0,0.0451,0.00365,0.181,0.0594,0.411,127.992,4,progressive-house
7cITfGsdjGaTP0b5oiLL0z,Saosin,Saosin,You're Not Alone,60,238053,FALSE,0.458,0.845,2,-4.384,0,0.0422,0.000948,1.99E-06,0.359,0.175,119.994,4,metalcore
6HPLeKiNm92RbykX2BDTUB,Lionel Richie,Can't Slow Down,Stuck On You,71,192066,FALSE,0.509,0.317,5,-16.063,1,0.0305,0.621,5.28E-05,0.0878,0.247,131.783,4,disco
2jvk1YnIWLWE9sSLe8Gy1B,Pranish VP,Heartbreak Anniversary X Hamari Adhuri Kahani,Heartbreak Anniversary X Hamari Adhuri Kahani,44,238236,FALSE,0.402,0.48,6,-9.44,1,0.0405,0.892,7.46E-06,0.113,0.331,128.117,4,indian
2iNLQA0yVkF3aA1Y4vZ4Oc,Greeicy;Mariah Angeliq;Darell;Andrés Torres;Mauricio Renfigo,Halloween 2022 Perreo Vol. 4,Aguardiente - Remix,0,166666,FALSE,0.744,0.885,6,-3.533,1,0.105,0.0162,0.000543,0.338,0.881,160.04,4,latin
0NPQCs25OPNgYOFhCXL8kk,Flora Matos,DO LADO DE FLORA,CONVERSAR COM O MAR,41,199232,FALSE,0.867,0.696,4,-8.147,0,0.0847,0.18,9.82E-06,0.0725,0.818,133.008,4,r-n-b
1bekN8FTSAvwcpr3wGn4xw,Coral Voice Soul,Ele Voltará,Como Posso Viver,35,385920,FALSE,0.304,0.579,1,-6.845,0,0.0355,0.0759,1.29E-06,0.394,0.145,160.048,4,groove
4sLPFbbcCnsG9mEHhI9VtT,Salgadinho;Jeito Moleque,Pé na Areia / Numa Boa,Pé na Areia / Numa Boa - Jeito Moleque Remix,42,286578,FALSE,0.647,0.887,6,-5.513,0,0.052,0.544,0,0.228,0.966,167.883,4,pagode
6xNdBzXLg0uwYGRDIgzWTW,Roffe Ruff,Barrabas,Fröken Anderberg,22,220026,FALSE,0.81,0.424,10,-11.364,0,0.104,0.214,0,0.0966,0.516,74.976,3,goth
1PiASZMKp39IsWwiiIYgPO,Polo & Pan,Cyclorama,Ani Kuni,59,277520,FALSE,0.662,0.621,0,-6.158,1,0.0291,0.204,0.591,0.0658,0.0477,120.998,4,french
3waAhmiU3Qu840OiDDdq9U,Rod Stewart;Michael Bublé,Weihnachtslieder 2022,Winter Wonderland,0,143226,FALSE,0.684,0.491,0,-7.655,1,0.0361,0.71,0,0.144,0.4,117.916,4,rock
2zvAon77qSlqp1fWHyyFvR,The Naked And The Dead,The Naked and the Dead,Cassandra,22,206160,FALSE,0.144,0.987,0,-4.283,1,0.179,9.11E-05,0.28,0.348,0.399,177.502,4,goth
3ZuIK3mnZvIMFpwTco4TYS,WAAX,At Least I'm Free,Beam Me Up,29,221946,FALSE,0.573,0.504,11,-8.601,1,0.0388,0.0759,0.000116,0.325,0.147,131.97,4,garage
6T7f28mPVGgyIJdQ8GD2Bi,Dan Gibson's Solitudes,Zen Escape,The Sacred Shrine,20,359987,FALSE,0.195,0.232,9,-16.329,0,0.0341,0.944,0.0966,0.976,0.041,99.032,4,new-age
4sO9tnvCH3DJZ3AAXoixjd,Prateek Kuhad,Mismatched (Music from the Netflix Original Series),Kahaan Ho Tum,53,155289,FALSE,0.714,0.393,5,-10.157,1,0.0754,0.733,0.00192,0.123,0.72,67.589,4,singer-songwriter
5dF22TUprEIDwQAiXmX7hX,WhoMadeWho,Viaggi Astrali 2,Greyhound,0,238693,FALSE,0.652,0.792,11,-5.771,0,0.0384,0.00608,0.261,0.0718,0.484,107.992,4,electronic
0CaO5PP740qpJG9IRzzPJQ,Dean Martin,pov: you hear the bells jingle,Rudolph The Red-Nosed Reindeer,0,135760,FALSE,0.478,0.201,7,-16.79,1,0.0332,0.919,0,0.0854,0.857,136.47,4,jazz
1s4GtzDwUCQPdvkb7vXBUc,Dan + Shay,20s Love Songs,Glad You Exist,1,144760,FALSE,0.741,0.499,11,-8.035,1,0.0356,0.23,0,0.125,0.692,103.96,4,country
2rrUb4NcQimu1GAhDeCnh6,Eddie Della Siepe,Little Jerk,Teens Are Cooler Than Me,21,127856,TRUE,0.604,0.482,11,-14.063,0,0.948,0.873,0,0.848,0.651,82.015,4,comedy
43Xta3g967muTihdAKsNuX,Pierre's Pfantasy Club,G.T.B.,Got the Bug,5,472315,FALSE,0.8,0.816,8,-8.641,0,0.0725,0.0158,0.000862,0.0465,0.853,130.641,4,chicago-house
6hTlfgh8zGrpJ1ijRXxUGK,Athena,Geberiyorum (Nazım Hikmet Ran Günler Şiiri),Geberiyorum - Nazım Hikmet Ran Günler Şiiri,47,172082,FALSE,0.637,0.341,7,-8.72,0,0.042,0.0536,0.000654,0.125,0.515,113.065,5,turkish
2ZGwyf47Nygvzh3THlReH0,Rei Harakami,広い世界 と せまい世界,Toy Box,14,55253,FALSE,0.427,0.49,2,-12.347,0,0.0565,0.959,0.959,0.108,0.598,123.12,4,idm
3jcMkuNGMExEorJSML33D9,Rob Zombie,Halloween Metal Nights,Demon Speeding,0,224306,FALSE,0.548,0.809,11,-4.001,0,0.0328,0.000298,2.96E-06,0.156,0.409,133.984,4,metal
5XTdgvMiVHNSzzFrKAXU91,Cesária Evora,Best Of,Petit Pays,22,226160,FALSE,0.555,0.486,4,-11.584,0,0.0324,0.79,0,0.256,0.836,156.17,4,world-music
2OKtKiJA1WtBjfcGdkTCZb,David Spade,My Fake Problems,Dirty Pics,22,248088,TRUE,0.467,0.909,4,-7.066,1,0.934,0.796,0,0.465,0.333,85.964,4,comedy
0DBBQaDg8YPePplq7m7Cah,Kevin Roldan,Clásicos de ahora: Perreo,PPP,0,129332,FALSE,0.798,0.625,4,-6.83,1,0.13,0.383,3.33E-05,0.125,0.774,92.994,4,reggaeton
6qQhWIowgtVSz6UFJvG5Ku,Ahmoudou Madassane,Zerzura (Original Soundtrack Recording),Akaline Akaline,35,187345,FALSE,0.427,0.525,6,-8.739,0,0.0462,0.852,0.91,0.106,0.386,99.842,4,guitar
6lKRMylSZMtA7EqPl0pcdI,MARINA,The Family Jewels,Are You Satisfied?,71,198960,FALSE,0.669,0.712,0,-4.992,1,0.0412,0.303,0,0.0755,0.843,124.009,4,alternative
5q2JbCNi4FcnglgPfxcV65,Anuel AA;Daddy Yankee;Zion & Lennox;Farruko;Wisin,Sola (Remix),Sola (Remix),78,307910,FALSE,0.639,0.869,11,-4.024,1,0.147,0.27,0,0.0802,0.767,169.801,4,reggaeton
1Q5UnUqgEG3BiyCSNM360H,Stacey Pullen,Alive - Single,"Alive - Original Mix,",5,436253,FALSE,0.747,0.873,10,-10.344,0,0.0594,0.0974,0.837,0.0533,0.124,126.007,4,detroit-techno
6d9c8VM5eMaUheUwkwOTm6,Bryan Kearney,ASOT 1090 - A State Of Trance Episode 1090,Kaia (ASOT 1090) [Trending Track],40,127030,FALSE,0.437,0.989,6,-7.107,0,0.0533,0.000219,0.556,0.313,0.0978,137.974,4,trance
0Nd4TdihAUearvj37QMvjF,Ilaiyaraaja,Panakkaran (Original Motion Picture Soundtrack),Ullukulla Chakaravarthy,46,271706,FALSE,0.598,0.496,4,-8.787,1,0.0497,0.763,0,0.122,0.747,82.029,4,k-pop
0auAM0mRTL07NNoeCK96sS,Riot Ten;Sullivan King,Body Bag,Body Bag,44,142666,FALSE,0.473,0.958,11,-3.435,0,0.166,7.43E-05,0.0131,0.507,0.493,180.008,4,electronic
0FzagE9NdST4zoXLSxxFc4,K. S. Harisankar;Anna Kurian,Adam,Adam,25,253384,FALSE,0.488,0.253,4,-12.841,0,0.0353,0.901,1.92E-05,0.123,0.151,129.93,3,malay
1odb4G1kn0YAyuiUjcMZSk,Thorleifs,Kurragömma,Nu kommer tårarna igen,36,125598,FALSE,0.439,0.63,2,-6.514,1,0.0368,0.26,0,0.185,0.877,107.42,4,swedish
3gE4eQH3K83Sght0ZLvuBK,Bad Bunny;Drake,X 100PRE,MIA,65,210367,FALSE,0.816,0.538,6,-6.354,0,0.0617,0.0142,0.000496,0.099,0.156,97.054,4,latino
0NJS8GNxiAQoYsoMq8mABh,Asef Akbari;Nima Alizade,Wet And Warm,Slow Laugh (feat. Nima Alizade),0,265888,FALSE,0.329,0.187,7,-17.16,1,0.046,0.95,0.881,0.0939,0.0449,71.582,3,iranian
1YaetgFmgcdVIuwIUv27E7,Hank Williams,The Complete Hank Williams,I'm So Tired Of It All,16,141600,FALSE,0.378,0.298,0,-12.716,1,0.0334,0.934,0,0.176,0.373,119.42,4,honky-tonk
7KlmptaueSViBgx1DDOCQ7,KAROL G,Clásicos de ahora: Perreo,BICHOTA,0,178946,TRUE,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,reggae
5kz9GDBTX846OXwqWoyKzF,The Go-Go's,Beauty And The Beat,We Got The Beat,64,153133,FALSE,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,4,synth-pop
0jwIgZRcbW2VjYuCbhKnX5,Ratones Paranoicos,Fieras Lunaticas,La Nave,44,223946,FALSE,0.67,0.896,8,-6.069,0,0.057,0.382,0.0201,0.233,0.787,115.4,4,punk-rock
3fPLzICJgsoHFWL17jCWb7,Oscar Roland,Isla de Pascua,In Love Again,45,177191,FALSE,0.47,0.0485,4,-16.931,1,0.0516,0.973,0.923,0.109,0.181,90.176,4,guitar
0NNHOCC22cpLt3fDF6t88l,Gammer;Staysick;Nytrix,Replay The Night (feat. Nytrix),Replay The Night (feat. Nytrix),40,231700,FALSE,0.583,0.991,3,-0.311,0,0.197,0.000982,0.00256,0.276,0.249,149.961,4,happy
0PpDlU1d96vDp1xTOp3fCj,Russian Red,Tarifa Groove Collections 11,Loving Strangers,40,229213,FALSE,0.601,0.198,1,-9.794,1,0.028,0.863,0.000367,0.107,0.201,103.8,4,spanish
2yX6TLbc6SThvhc8MW05d6,Keyblade,Y No Fue,Y No Fue,32,213618,FALSE,0.671,0.849,4,-7.664,0,0.224,0.547,0,0.0806,0.528,84.968,4,anime
3prvn1KrrmE7vFAqzzZKNM,Banda Som e Louvor,Festa de Crente - Ao Vivo,Sem Jesus Não da (Ao Vivo),38,257927,FALSE,0.463,0.901,0,-5.929,1,0.152,0.475,0,0.95,0.875,175.596,4,gospel
51J0zLsmKb265vmylOJGMr,Hafdís Huld,Vögguvísur,Sofðu,44,193282,FALSE,0.684,0.117,2,-12.232,0,0.0349,0.935,0,0.0762,0.671,125.928,3,singer-songwriter
7GPKkJbfSduDWyoVvuaGq9,Nina Simone,Top Trending Romania - Vara 2022,Strange Fruit,1,209578,FALSE,0.445,0.0553,11,-10.806,0,0.053,0.938,0,0.0865,0.22,87.228,1,jazz
1RrwTCZzpnfOatmr2zj6mJ,The Five Satins,The Irishman (Original Motion Picture Soundtrack),In the Still of the Night,41,185786,FALSE,0.472,0.478,5,-7.542,1,0.032,0.818,0,0.117,0.304,71.511,4,blues
45TqppkuQzkufRylqNYZEy,Altero,Different Ways,Different Ways,56,152028,FALSE,0.662,0.509,11,-10.792,1,0.086,0.346,0.00612,0.307,0.326,105.018,4,french
3rk4aJ0vAj3cFUIQEeASkT,George Ezra,Green Green Grass,Green Green Grass,77,167613,FALSE,0.685,0.738,8,-4.413,1,0.0595,0.0695,0,0.128,0.8,112.972,4,songwriter
0lNdaHuRYi0YVNPWW0F7X2,Engenheiros Do Hawaii,Várias Variáveis,Muros E Grades,42,219666,FALSE,0.54,0.889,4,-5.472,1,0.0382,0.0486,0,0.0802,0.82,147.518,4,mpb
5nlTbPMCpCCEr7zXaRbvlq,Rose Nascimento,Para o Mundo Ouvir,Seguirei,44,221026,FALSE,0.604,0.576,8,-5.976,1,0.0364,0.527,2.80E-05,0.0897,0.309,124.249,4,brazil
77L1hNSylbrLlDYs0ZAo82,Turma do Pagode,Mania do Brasil (Ao Vivo),Pente e Rala - Ao Vivo,48,163186,FALSE,0.622,0.936,11,-5.942,1,0.0751,0.544,0,0.664,0.818,92.026,4,pagode
7gLVKmFdPHGTrrK5QknUnw,Rival Consoles,Now Is,World Turns,42,323919,FALSE,0.594,0.418,8,-12.837,1,0.0285,0.107,0.917,0.112,0.0375,105.999,4,idm
6uCgVQPqM4QhS0DKpeGE6P,Ice Nine Kills,I Heard They KILL Live,"Tess-Timony - Live in Worcester, MA / November 2019",24,184680,FALSE,0.233,0.53,7,-7.178,1,0.0457,0.0953,0,0.328,0.422,178.964,4,metalcore
1bYI5bQggwEA4JAwr0qD31,Whitesnake,80's,Here I Go Again 87 - 2018 Remaster,0,275395,FALSE,0.367,0.824,7,-6.763,1,0.0377,0.0121,8.55E-05,0.155,0.253,89.946,4,british
6iL1moJKSLBgCyN47DbQcw,José-Luis Garcia;Carangano,Carangano '85,Princesa,28,262466,FALSE,0.619,0.772,10,-7.03,1,0.0387,0.375,1.64E-05,0.062,0.928,110.862,4,salsa
6asqetBiSgmO89aqnXbuhT,Robert Schumann;Alfred Brendel,Relajación y siestas,"Kinderszenen, Op. 15: 7. Träumerei",0,150600,FALSE,0.406,0.0151,5,-35.799,1,0.0651,0.996,0.917,0.0946,0.281,134.251,5,classical
4cyUMy5G8aiwZgtWmSIx5T,Loadstar,Native / Once Again,Native,16,252590,FALSE,0.516,0.941,10,-2.954,0,0.0374,0.00716,0.00811,0.146,0.18,86.997,4,drum-and-bass
2lJ4d8MCT6ZlDRHKJ1br14,Bonobo,The North Borders,Cirrus,59,352246,FALSE,0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042,4,electronic
6Eeun5Lr7OofGeD5iWxUyx,Seven Lions,Beyond The Veil,Prologue,0,139299,FALSE,0.414,0.419,0,-10.389,0,0.0337,0.592,0.896,0.0999,0.0375,100.005,4,dubstep
5pvHO1kSuob4imoiqa3fey,Don Omar,Esto me suena a Farra,Salió El Sol,0,317280,FALSE,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,reggae
4X5eVzwLk47xdbo6R9O5UP,Collabro,Stars (Special Edition),All of Me,20,257959,FALSE,0.405,0.365,8,-8.152,1,0.0281,0.627,0,0.107,0.0761,118.184,4,opera
5pMmWfuL0FTGshYt7HVJ8P,ABBA,ABBA Gold,SOS,70,201360,FALSE,0.393,0.719,5,-4.773,1,0.0279,0.0629,0.00432,0.219,0.497,124.353,4,swedish
7p25mnFUcirKATmRb7buYt,Blackstreet,Blackstreet,Givin' You All My Lovin',23,252066,FALSE,0.848,0.695,5,-4.867,0,0.178,0.0368,0,0.0324,0.57,95.971,4,j-dance
6Amq2tXHgnGDU5KbasyxGl,Franziska,Unsere Stadt,Unsere Stadt,33,203988,FALSE,0.698,0.858,5,-4.605,0,0.0371,0.12,0,0.0864,0.669,127.919,4,disco
0pJ1eJkI9JGoNLy5C5VsR3,Rita Lee;Roberto De Carvalho,Flagra,Só De Você,40,253826,FALSE,0.639,0.314,9,-17.207,1,0.0334,0.846,1.54E-05,0.0712,0.596,132.211,4,mpb
2NwsLAs7oChormr52D1iw2,Zélia Duncan,Intimidade,Enquanto durmo,39,263360,FALSE,0.738,0.679,7,-7.631,1,0.0312,0.402,7.77E-05,0.153,0.873,123.946,4,mpb
39J1tyOEwPHKwodeNVtUZk,CoComelon,"CoComelon Kids Hits, Vol. 2",Helping Song,43,174507,FALSE,0.929,0.287,3,-11.912,1,0.0537,0.675,0,0.0914,0.884,110.045,4,children
3t3xssKoQ195QRp6Jl9c4S,Claude-Michel Schönberg,Les Plus Belles,Quinze Ans,27,258226,FALSE,0.419,0.3,11,-9.615,1,0.0288,0.795,6.49E-05,0.107,0.204,128.275,3,show-tunes
228jOK08e4CpXSkE8bNlHc,Ícaro e Gilmar,Sextou Bebê (Ao Vivo),O Que É Que Tem / Recaídas / Esqueça Que Eu Te Amo (Ao Vivo),50,305746,FALSE,0.459,0.46,7,-6.616,1,0.038,0.679,0,0.109,0.586,140.184,4,sertanejo
4QmTigFSvsEPWc93V6EI7o,Håkan Hellström,Ett kolikbarns bekännelser,Jag har varit i alla städer,42,350933,FALSE,0.276,0.743,5,-7.063,1,0.0341,0.102,1.79E-05,0.0856,0.418,106.071,1,swedish
2PiahV44kiM00tzwxDBCzW,Josimar y Su Yambú,Por Culpa de Alguien,Amor Amor,30,288507,FALSE,0.584,0.886,10,-3.567,1,0.0436,0.463,1.97E-06,0.138,0.603,96.105,4,salsa
0A8jHHS6r4XsCKq1NKLIZQ,Wibke Komi,moog me up,moog me up,49,114000,FALSE,0.602,0.315,1,-15.164,0,0.0296,0.662,0.927,0.35,0.281,80.07,3,study
3cdcwLiZ12EsYsi7dxiKvW,K.I.Z,Und das Geheimnis der unbeglichenen Bordellrechnung,3 Jahre in Neapel,40,65375,TRUE,0.854,0.82,11,-6.821,0,0.347,0.26,5.83E-06,0.376,0.647,106.968,4,german
0z3W8ZA5j0bZu0Et5qlYBE,Netsky,2 Deluxe,Jetlag Funk,18,318929,FALSE,0.567,0.879,0,-4.178,0,0.0549,0.00155,0.686,0.13,0.374,172.973,4,drum-and-bass
4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,SOUR,good 4 u,88,178146,TRUE,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4,pop
43ZXaExiD5ExmSpmPK5aQZ,Tiësto;KAROL G,Feeling Good,Don't Be Shy,1,140500,TRUE,0.77,0.787,11,-3.748,0,0.0583,0.198,0,0.262,0.513,119.986,4,house
43HgkMUpjdGmd8Gm49lJZX,Surgeon,Communications (2014 Remaster),Cable - 2014 Remaster,6,305183,FALSE,0.953,0.921,2,-3.366,1,0.334,0.0275,4.45E-06,0.0912,0.704,135.048,4,detroit-techno
34chhNX59Wo9HMFCsI3K8Y,Kane Brown;blackbear,Memory,Memory,72,153337,FALSE,0.434,0.889,9,-5.684,1,0.0509,0.395,0,0.273,0.845,113.326,5,country
4B6dNM6N7sXGJygo2kufWA,Shiritsu Ebisu Chugaku,私立恵比寿中学,イエローライト,23,274466,FALSE,0.459,0.856,8,-4.676,1,0.0491,0.0138,1.30E-06,0.0261,0.645,168.171,4,j-idol
6J5NBcgV1SU1igwh19QvSr,Logistics,Fear Not,Over and Out,20,379038,FALSE,0.402,0.974,5,-3.478,0,0.0463,0.0681,0.922,0.389,0.0386,173.997,4,drum-and-bass
0IAHw4unc3A14Li5Xe8fa5,Romanthony;Dixon,Super Heavyweight,The Wanderer - Dixon Edit,17,426689,FALSE,0.845,0.327,8,-10.622,1,0.0541,0.0583,0.814,0.119,0.19,125.994,4,chicago-house
5YtIkHosMnyhM3ZwcAnvtd,Chuck Berry,Best Christmas Playlist Ever 2022,Run Rudolph Run,0,162897,FALSE,0.647,0.876,10,-5.662,1,0.185,0.881,3.59E-05,0.26,0.949,151.925,4,r-n-b
0rch4LXVKv8auzUU8TQh4x,Borgore;Miley Cyrus,#NEWGOREORDER,Decisions (feat. Miley Cyrus),49,198857,TRUE,0.565,0.934,7,-1.576,0,0.0613,0.00361,2.29E-06,0.295,0.634,139.941,4,dubstep
0sXsq8sJa2yOdyRiLb5lgR,KAROL G;Maldy,Perreo en Halloween,GATÚBELA,10,209160,FALSE,0.627,0.858,11,-2.824,0,0.386,0.263,0,0.21,0.342,92.523,4,reggaeton
0NSLB3GCpO9SU69XH8jjiF,Ana Mena;Rocco Hunt,Un beso de improviso,Un beso de improviso,63,171194,FALSE,0.758,0.932,0,-5.325,0,0.0365,0.177,0,0.07,0.813,128.021,4,spanish
5ybfqo1EiDwIhOvzBfJwx4,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),Vsegda i vezde za toboju,0,179229,FALSE,0.38,0.137,4,-14.335,0,0.0528,0.989,0.00248,0.113,0.349,94.145,5,romance
2qESE1ZeWly7I3YjyTXmXh,Jason Mraz,Perfect Christmas Hits,Winter Wonderland,0,131760,FALSE,0.62,0.309,5,-9.209,1,0.0495,0.788,0,0.146,0.664,145.363,4,acoustic
7LqQO6uWQHDEue1ejeUVhF,LiSA,Launcher,Rising Hope,57,251213,FALSE,0.547,0.978,8,-2.732,1,0.254,0.0626,0,0.0735,0.647,94.703,4,anime
05xYoVj6QuFk0U7PVl5Tf2,King Crimson,In The Court Of The Crimson King (Expanded & Remastered Original Album Mix),"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",55,602530,FALSE,0.334,0.349,4,-12.065,0,0.0448,0.0872,0.18,0.211,0.0644,137.134,4,psych-rock
3U8xuAx9MhudTq8OBCW1RY,Top of the Bus,Christmas Classics with Top of the Bus,The Little Drummer Boy,8,139436,FALSE,0.431,0.623,10,-6.664,1,0.0304,0.563,0.0264,0.299,0.296,142.329,4,kids
5pg2odADhTPe42uf0BghWA,Chris Lake;Cloonee;Alexis Roberts,Turn Off The Lights (Cloonee Remix),Turn Off The Lights - Cloonee Remix,51,198754,FALSE,0.902,0.41,11,-6.981,0,0.14,0.0555,0.0417,0.123,0.204,127.989,4,groove
0LBIf9EFHuxmuNig4JHGZo,Timo Maas,Crossing Wires 002 - Compiled And Mixed By Timo Maas,Crossing Wires 002 - Continuous DJ Mix,11,4789026,FALSE,0.697,0.632,1,-12.469,1,0.0451,0.00815,0.871,0.0998,0.151,121.055,4,breakbeat
